session_id,timestamp,trip_km,engine_rpm,engine_temp_c,engine_load_pct,oil_temp_c,oil_quality_pct,oil_age_days,oil_km_used,fuel_level_pct,fuel_type,ethanol_blend_pct,fuel_consumption_instant,fuel_consumption_avg,fuel_energy_efficiency,fuel_quality_score,fuel_moisture_risk,fuel_age_days,tyre_pressure_fl,tyre_pressure_fr,tyre_pressure_rl,tyre_pressure_rr,tyre_temp_avg_c,tyre_tread_depth_mm,total_km_on_tyres,speed_kmph,acceleration,lateral_g,window_fl_pct,window_fr_pct,window_rl_pct,window_rr_pct,sunroof_open_pct,mirror_angle_l,mirror_angle_r,aero_drag_score,drive_mode,gear,ac_on,ac_temp_set_c,ambient_temp_c,humidity_pct,road_type,traffic_level,aqi,battery_voltage,alternator_output,cabin_temp_c,ac_filter_age_days,ac_recirculation
60692651,2024-06-01 07:59:00,22.89,1529,87.4,43.9,101.4,15.9,3,5932.4,75.2,e20,22.1,5.14,5.5,5,95.5,high,21,32.6,33.1,32.6,32.2,54.4,7.08,9186.1,40.4,-2.44,0.14,26.2,26.5,2.6,14.2,0.0,-4.2,0.6,98.0,eco,3,True,19.4,35.3,87.9,city,free,103,12.19,13.54,26.7,52,False
60692651,2024-06-01 08:00:00,21.47,1769,84.9,42.0,101.4,15.9,3,5932.4,75.2,e20,18.3,6.22,5.74,5,95.5,high,21,32.7,32.8,31.7,32.3,54.6,7.08,9186.1,46.2,1.58,-0.18,24.2,34.9,1.0,9.6,0.0,-1.3,4.3,97.7,eco,4,True,19.8,35.3,32.9,city,free,75,12.24,13.58,26.7,52,False
60692651,2024-06-01 08:01:00,22.34,1594,86.5,46.7,91.7,15.9,3,5932.4,75.2,e20,19.6,5.76,5.59,5,95.5,high,21,32.4,32.1,32.4,32.3,56.2,7.08,9186.1,45.3,-2.88,0.3,9.6,16.7,13.3,1.7,0.0,4.7,-4.3,98.7,eco,4,True,23.2,35.3,32.9,city,free,105,12.21,13.48,29.3,52,False
60692651,2024-06-01 08:02:00,25.48,1489,83.6,35.6,102.9,15.9,3,5932.4,75.2,e20,19.3,5.46,5.56,5,95.5,high,21,32.3,32.9,31.9,32.0,55.9,7.08,9186.1,36.4,-1.16,0.08,10.7,3.3,8.5,8.6,0.0,5.0,-3.2,99.2,eco,3,True,22.4,35.3,59.9,city,free,88,12.07,13.35,27.3,52,False
60692651,2024-06-01 08:03:00,26.38,1523,86.3,37.7,95.6,15.9,3,5932.4,75.2,e20,21.8,6.45,5.73,5,95.5,high,21,33.0,32.2,31.8,32.1,54.9,7.08,9186.1,40.0,2.11,0.17,35.9,17.8,1.8,13.6,0.0,3.5,-1.8,98.0,eco,3,True,19.0,35.3,49.4,city,free,89,12.07,13.38,27.9,52,False
60692651,2024-06-01 08:04:00,23.89,1646,84.4,43.0,98.9,15.9,3,5932.4,75.2,e20,20.2,5.83,5.52,5,95.5,high,21,32.9,32.6,32.8,33.1,54.9,7.08,9186.1,38.4,-2.51,0.36,6.7,37.7,3.1,13.2,0.0,2.2,1.1,98.3,eco,3,True,22.9,35.3,86.0,city,free,71,12.28,13.65,28.8,52,False
60692651,2024-06-01 08:05:00,25.74,1533,85.3,35.0,97.8,15.9,3,5932.4,75.2,e20,18.7,5.03,5.68,5,95.5,high,21,32.9,32.8,32.5,32.3,54.5,7.08,9186.1,32.6,1.37,0.21,1.9,11.3,12.0,16.9,0.0,1.7,-2.1,99.0,eco,3,True,22.9,35.3,52.1,city,free,86,12.03,13.2,26.7,52,False
60692651,2024-06-01 08:06:00,30.78,1878,86.7,45.7,92.1,15.9,3,5932.4,75.2,e20,21.4,5.69,6.01,5,95.5,high,21,32.7,32.5,32.3,32.6,56.6,7.08,9186.1,49.5,-1.86,-0.05,28.9,23.3,3.4,12.6,0.0,1.2,3.4,97.6,eco,4,True,23.4,35.3,53.7,city,free,77,12.19,13.27,26.4,52,False
60692651,2024-06-01 08:07:00,31.39,1539,84.4,46.7,103.3,15.9,3,5932.4,75.2,e20,21.6,6.01,5.88,5,95.5,high,21,32.5,32.7,32.8,33.0,54.6,7.08,9186.1,43.5,-0.52,0.17,22.5,10.9,2.2,14.8,0.0,-2.6,-4.5,98.4,eco,3,True,20.8,35.3,41.6,city,free,76,12.2,13.68,27.0,52,False
60692651,2024-06-01 08:08:00,32.2,1374,83.9,31.0,100.8,15.9,3,5932.4,75.2,e20,21.8,5.85,5.89,5,95.5,high,21,33.0,32.4,32.3,32.1,55.8,7.08,9186.1,33.0,-0.32,-0.19,33.1,20.6,1.7,13.4,0.0,-3.2,-3.6,98.4,eco,3,True,23.1,35.3,56.5,city,free,85,12.12,13.37,27.1,52,False
60692651,2024-06-01 08:09:00,31.35,1776,82.8,39.2,89.8,15.9,3,5932.4,75.2,e20,20.9,5.59,5.77,5,95.5,high,21,32.1,32.2,32.4,32.5,54.8,7.08,9186.1,43.9,2.92,-0.02,0.9,10.2,0.1,4.4,0.0,-4.3,-0.8,99.5,eco,3,True,22.0,35.3,82.3,city,free,74,12.25,13.57,26.5,52,False
60692651,2024-06-01 08:10:00,32.77,1388,85.6,38.6,92.7,15.9,3,5932.4,75.2,e20,20.4,6.59,5.58,5,95.5,high,21,32.2,33.3,31.6,33.1,54.3,7.08,9186.1,30.7,2.28,0.33,30.9,32.7,4.7,17.5,0.0,4.9,0.2,98.1,eco,3,True,23.8,35.3,37.0,city,free,107,12.14,13.42,28.0,52,False
60692651,2024-06-01 08:11:00,30.05,1572,85.1,33.4,98.4,15.9,3,5932.4,75.2,e20,19.3,6.21,5.67,5,95.5,high,21,32.7,32.1,32.3,32.4,53.9,7.08,9186.1,38.3,2.18,0.19,20.5,19.9,2.0,19.6,0.0,-0.3,3.4,98.3,eco,3,True,18.1,35.3,73.3,city,free,106,12.24,13.69,27.5,52,False
60692651,2024-06-01 08:12:00,30.86,1534,85.7,35.7,93.4,15.9,3,5932.4,75.2,e20,20.6,6.46,5.75,5,95.5,high,21,32.7,32.7,32.9,32.0,53.6,7.08,9186.1,35.6,0.92,0.29,14.2,31.8,1.6,19.2,0.0,-0.4,-2.6,98.3,eco,3,True,20.6,35.3,80.3,city,free,75,12.19,13.57,28.8,52,False
60692651,2024-06-01 08:13:00,30.51,1709,84.0,45.4,93.1,15.9,3,5932.4,75.2,e20,22.2,6.59,5.73,5,95.5,high,21,32.3,33.2,32.2,32.5,55.7,7.08,9186.1,47.0,-2.07,-0.09,27.2,26.4,1.7,12.4,0.0,3.0,2.1,97.7,eco,4,True,22.9,35.3,69.1,city,free,110,12.05,13.24,28.4,52,False
60692651,2024-06-01 08:14:00,35.47,1547,82.8,36.7,93.8,15.9,3,5932.4,75.2,e20,22.3,5.43,5.87,5,95.5,high,21,32.4,32.6,32.6,32.7,55.8,7.08,9186.1,36.2,2.72,-0.03,13.0,11.2,15.7,7.3,0.0,4.3,-3.0,98.8,eco,3,True,21.0,35.3,50.7,city,free,71,12.21,13.73,28.6,52,False
60692651,2024-06-01 08:15:00,32.58,1507,84.4,29.5,91.5,15.9,3,5932.4,75.2,e20,19.9,5.41,5.71,5,95.5,high,21,32.3,32.9,32.3,32.4,54.0,7.08,9186.1,31.8,2.58,0.19,17.5,27.9,6.4,6.0,0.0,3.1,-3.8,98.7,eco,3,True,20.9,35.3,62.2,city,free,80,12.3,13.65,28.3,52,False
60692651,2024-06-01 08:16:00,34.55,1637,83.1,38.0,100.7,15.9,3,5932.4,75.2,e20,19.9,5.94,5.95,5,95.5,high,21,33.1,33.0,31.7,33.2,54.7,7.08,9186.1,46.6,-1.25,-0.18,15.4,22.5,13.1,8.2,0.0,-0.1,2.1,98.0,eco,4,True,22.7,35.3,85.1,city,free,84,12.11,13.43,28.0,52,False
60692651,2024-06-01 08:17:00,33.38,1797,85.0,36.8,102.4,15.9,3,5932.4,75.2,e20,20.4,6.19,5.84,5,95.5,high,21,32.4,32.3,31.9,32.8,54.8,7.08,9186.1,45.2,-1.04,-0.4,16.6,18.1,12.7,17.6,0.0,-4.1,0.2,97.9,eco,4,True,18.1,35.3,71.7,city,free,101,12.27,13.34,27.4,52,False
60692651,2024-06-01 08:18:00,34.72,1675,83.4,35.6,99.4,15.9,3,5932.4,75.2,e20,18.2,5.05,5.63,5,95.5,high,21,33.0,32.6,32.0,32.8,57.3,7.08,9186.1,48.9,1.49,0.34,30.1,5.3,19.9,2.9,0.0,0.3,-4.9,98.0,eco,4,True,22.6,35.3,55.4,city,free,110,12.21,13.54,28.5,52,False
60692651,2024-06-01 08:19:00,36.63,1552,81.7,33.3,100.5,15.9,3,5932.4,75.2,e20,20.4,6.55,5.54,5,95.5,high,21,32.2,32.2,32.1,32.6,56.5,7.08,9186.1,42.7,0.65,-0.15,26.0,25.7,6.2,8.7,0.0,4.5,-2.6,98.0,eco,3,True,23.4,35.3,40.8,city,free,109,12.27,13.33,26.6,52,False
60692651,2024-06-01 08:20:00,36.96,1708,84.4,42.5,102.1,15.9,3,5932.4,75.2,e20,20.3,5.44,5.77,5,88.5,high,21,32.4,33.2,31.7,32.9,55.7,7.08,9186.1,51.4,2.59,-0.38,24.9,18.6,11.8,9.9,0.0,2.7,-3.0,97.6,eco,4,True,19.8,35.3,72.3,city,free,70,12.33,13.68,27.0,52,False
60692651,2024-06-01 08:21:00,36.41,1399,86.6,39.8,97.5,15.9,3,5932.4,75.2,e20,18.4,4.96,5.62,5,95.5,high,21,32.2,32.4,32.8,32.9,56.4,7.08,9186.1,35.4,-2.22,0.26,34.2,22.2,11.0,1.9,0.0,-4.0,2.9,98.2,eco,3,True,18.4,35.3,89.5,city,free,84,12.04,13.26,28.6,52,False
60692651,2024-06-01 08:22:00,38.42,1874,84.5,35.4,93.5,15.9,3,5932.4,75.2,e20,18.6,6.28,5.98,5,80.6,high,21,32.5,33.2,32.6,32.6,57.4,7.08,9186.1,47.2,1.22,-0.12,31.9,14.2,16.8,16.9,0.0,-3.2,0.9,97.3,eco,4,True,19.1,35.3,49.1,city,free,71,12.3,13.63,29.0,52,False
60692651,2024-06-01 08:23:00,37.09,1535,84.0,39.4,90.2,15.9,3,5932.4,75.2,e20,22.3,5.47,5.63,5,95.5,high,21,31.9,33.2,32.0,32.4,56.7,7.08,9186.1,42.5,-0.68,0.19,26.8,29.2,6.7,0.2,0.0,-2.9,1.9,98.1,eco,3,True,20.9,35.3,69.7,city,free,73,12.25,13.38,28.5,52,False
60692651,2024-06-01 08:24:00,41.19,1665,83.8,36.3,92.7,15.9,3,5932.4,75.2,e20,17.8,5.68,5.58,5,95.5,high,21,32.0,32.6,32.4,32.8,56.0,7.08,9186.1,39.3,2.79,0.15,26.7,3.4,6.9,10.8,0.0,4.7,0.9,98.7,eco,3,True,20.4,35.3,53.7,city,free,96,12.3,13.49,28.8,52,False
60692651,2024-06-01 08:25:00,42.28,1610,83.4,35.6,93.5,15.9,3,5932.4,75.2,e20,21.8,6.24,5.63,5,95.5,high,21,32.2,33.4,32.4,32.4,56.0,7.08,9186.1,41.5,-1.73,0.26,38.9,9.1,6.0,14.9,0.0,2.7,-1.8,98.0,eco,3,True,20.3,35.3,50.9,city,free,98,12.27,13.59,26.6,52,False
60692651,2024-06-01 08:26:00,43.32,1661,82.6,36.9,95.3,15.9,3,5932.4,75.2,e20,20.7,6.02,5.93,5,95.5,high,21,32.0,33.4,32.0,33.2,55.5,7.08,9186.1,39.8,-1.87,0.01,11.9,4.3,1.3,19.8,0.0,1.4,3.6,98.9,eco,3,True,23.4,35.3,89.2,city,free,89,12.22,13.33,29.0,52,False
60692651,2024-06-01 08:27:00,42.12,1586,86.3,38.1,96.0,15.9,3,5932.4,75.2,e20,21.4,4.98,5.71,5,95.5,high,21,32.6,32.3,32.7,32.0,56.0,7.08,9186.1,45.3,-1.8,-0.1,6.3,31.4,15.6,2.6,0.0,-0.7,-0.7,98.2,eco,4,True,22.3,35.3,37.1,city,free,104,12.19,13.43,26.3,52,False
60692651,2024-06-01 08:28:00,46.62,1321,83.1,31.4,91.1,15.9,3,5932.4,75.2,e20,18.5,6.09,5.62,5,85.6,high,21,32.7,32.4,32.8,33.0,55.8,7.08,9186.1,31.1,2.43,0.12,13.2,0.1,13.4,18.1,0.0,3.4,1.7,99.0,eco,3,True,21.1,35.3,71.3,city,free,76,12.05,13.27,27.8,52,False
60692651,2024-06-01 08:29:00,43.33,1564,85.5,40.7,92.7,15.9,3,5932.4,75.2,e20,17.6,6.3,5.96,5,95.5,high,21,32.7,33.3,31.8,32.5,56.8,7.08,9186.1,39.3,0.86,-0.08,20.2,18.8,9.9,3.3,0.0,2.5,-1.8,98.5,eco,3,True,21.2,35.3,32.9,city,free,105,12.12,13.37,27.8,52,False
950b63be,2024-06-02 07:30:00,0,1578,60.4,42.7,70.2,100,0,0,74.5,e20,21.0,8.95,7.97,5,95.6,high,22,32.6,32.4,32.4,32.3,54.2,7.08,9232.8,44.6,1.27,0.35,15.9,13.7,5.9,16.1,4.1,1.0,3.9,98.4,eco,3,True,20.1,34.9,70.3,highway,heavy,52,12.29,13.47,27.5,53,False
950b63be,2024-06-02 07:31:00,0.43,1901,61.9,47.2,68.6,100,0,0,74.5,e20,20.8,7.68,8.02,5,95.6,high,22,31.9,33.1,31.9,32.6,56.1,7.08,9232.8,54.4,2.9,0.15,29.9,33.7,5.7,16.9,24.2,0.2,-4.7,96.7,eco,4,True,20.2,34.9,57.2,highway,heavy,42,12.19,13.27,26.5,53,False
950b63be,2024-06-02 07:32:00,1.86,1783,64.7,45.8,77.4,100,0,0,74.5,e20,17.7,8.75,8.19,5,95.6,high,22,32.5,32.9,32.6,33.2,55.8,7.08,9232.8,52.8,2.47,0.16,16.7,31.5,13.7,19.3,1.6,2.4,-3.0,96.9,eco,4,True,19.8,34.9,40.6,highway,heavy,46,12.35,13.66,27.2,53,False
950b63be,2024-06-02 07:33:00,2.22,1631,67.0,37.5,80.3,100,0,0,74.5,e20,19.2,7.14,8.1,5,95.6,high,22,32.5,32.6,32.1,33.0,55.8,7.08,9232.8,42.0,0.15,0.37,6.2,6.1,6.5,1.0,28.0,1.2,1.6,99.4,eco,3,True,22.0,34.9,49.9,highway,heavy,52,12.22,13.46,27.0,53,False
950b63be,2024-06-02 07:34:00,2.78,1978,71.4,46.7,86.1,100,0,0,74.5,e20,20.7,7.1,7.91,5,95.6,high,22,31.9,32.2,32.9,32.9,58.6,7.08,9232.8,58.3,0.09,0.01,9.8,1.6,17.7,7.6,23.9,-3.9,-2.4,98.5,eco,4,True,21.2,34.9,67.6,highway,heavy,55,12.12,13.58,27.5,53,False
950b63be,2024-06-02 07:35:00,3.57,1862,72.0,47.6,89.4,100,0,0,74.5,e20,21.6,8.94,8.23,5,95.6,high,22,32.6,33.1,32.4,32.8,54.2,7.08,9232.8,50.2,-0.67,0.1,27.4,1.0,14.3,0.8,2.2,-3.2,-2.5,98.4,eco,4,True,18.4,34.9,85.7,highway,heavy,58,12.21,13.23,28.6,53,False
950b63be,2024-06-02 07:36:00,3.47,1756,75.5,47.9,86.4,100,0,0,74.5,e20,18.2,8.42,8.01,5,95.6,high,22,32.8,33.0,31.9,33.1,55.9,7.08,9232.8,53.5,2.25,-0.29,31.9,21.8,19.2,2.9,20.3,4.1,3.0,97.1,eco,4,True,23.1,34.9,38.5,highway,heavy,67,12.21,13.59,28.7,53,False
950b63be,2024-06-02 07:37:00,4.96,1694,78.3,45.1,84.1,100,0,0,74.5,e20,20.7,8.64,8.43,5,95.6,high,22,31.8,32.4,31.9,32.9,54.2,7.08,9232.8,50.1,-1.09,-0.04,26.9,10.0,3.9,11.6,28.5,-1.4,1.7,98.1,eco,4,True,20.6,34.9,80.4,highway,heavy,44,12.11,13.32,26.1,53,False
